agency_cd,site_no,datetime,tz_cd,stage_ft,151780_00065_cd
USGS,12451000,2021-11-15 23:45:00,PST,23.91,A
USGS,12451000,2021-11-16 00:00:00,PST,23.89,A
USGS,12451000,2021-11-16 00:15:00,PST,23.75,A
USGS,12451000,2021-11-16 00:30:00,PST,23.93,A
USGS,12451000,2021-11-16 00:45:00,PST,23.73,A
USGS,12451000,2021-11-16 01:00:00,PST,23.74,A
USGS,12451000,2021-11-16 01:15:00,PST,23.63,A
USGS,12451000,2021-11-16 01:30:00,PST,23.57,A
USGS,12451000,2021-11-16 01:45:00,PST,23.57,A
USGS,12451000,2021-11-16 02:00:00,PST,23.55,A
USGS,12451000,2021-11-16 02:15:00,PST,23.37,A
USGS,12451000,2021-11-16 02:30:00,PST,23.54,A
USGS,12451000,2021-11-16 02:45:00,PST,23.55,A
USGS,12451000,2021-11-16 03:00:00,PST,23.44,A
USGS,12451000,2021-11-16 03:15:00,PST,23.47,A
USGS,12451000,2021-11-16 03:30:00,PST,23.32,A
USGS,12451000,2021-11-16 03:45:00,PST,23.4,A
USGS,12451000,2021-11-16 04:00:00,PST,23.22,A
USGS,12451000,2021-11-16 04:15:00,PST,23.17,A
USGS,12451000,2021-11-16 04:30:00,PST,23.14,A
USGS,12451000,2021-11-16 04:45:00,PST,23.17,A
USGS,12451000,2021-11-16 05:00:00,PST,23.12,A
USGS,12451000,2021-11-16 05:15:00,PST,23.2,A
USGS,12451000,2021-11-16 05:30:00,PST,23.17,A
USGS,12451000,2021-11-16 05:45:00,PST,23.01,A
USGS,12451000,2021-11-16 06:00:00,PST,23.0,A
USGS,12451000,2021-11-16 06:15:00,PST,23.18,A
USGS,12451000,2021-11-16 06:30:00,PST,23.06,A
USGS,12451000,2021-11-16 06:45:00,PST,23.01,A
USGS,12451000,2021-11-16 07:00:00,PST,23.11,A
USGS,12451000,2021-11-16 07:15:00,PST,22.97,A
USGS,12451000,2021-11-16 07:30:00,PST,22.89,A
USGS,12451000,2021-11-16 07:45:00,PST,22.86,A
USGS,12451000,2021-11-16 08:00:00,PST,22.77,A
USGS,12451000,2021-11-16 08:15:00,PST,22.76,A
USGS,12451000,2021-11-16 08:30:00,PST,22.85,A
USGS,12451000,2021-11-16 08:45:00,PST,22.74,A
USGS,12451000,2021-11-16 09:00:00,PST,22.75,A
USGS,12451000,2021-11-16 09:15:00,PST,22.75,A
USGS,12451000,2021-11-16 09:30:00,PST,22.69,A
USGS,12451000,2021-11-16 09:45:00,PST,22.63,A
USGS,12451000,2021-11-16 10:00:00,PST,22.69,A
USGS,12451000,2021-11-16 10:15:00,PST,22.68,A
USGS,12451000,2021-11-16 10:30:00,PST,22.73,A
USGS,12451000,2021-11-16 10:45:00,PST,22.65,A
USGS,12451000,2021-11-16 11:00:00,PST,22.7,A
USGS,12451000,2021-11-16 11:15:00,PST,22.62,A
USGS,12451000,2021-11-16 11:30:00,PST,22.65,A
USGS,12451000,2021-11-16 11:45:00,PST,22.67,A
USGS,12451000,2021-11-16 12:00:00,PST,22.68,A
USGS,12451000,2021-11-16 12:15:00,PST,22.55,A
USGS,12451000,2021-11-16 12:30:00,PST,22.57,A
USGS,12451000,2021-11-16 12:45:00,PST,22.56,A
USGS,12451000,2021-11-16 13:00:00,PST,22.54,A
USGS,12451000,2021-11-16 13:15:00,PST,22.45,A
USGS,12451000,2021-11-16 13:30:00,PST,22.55,A
USGS,12451000,2021-11-16 13:45:00,PST,22.42,A
USGS,12451000,2021-11-16 14:00:00,PST,22.38,A
USGS,12451000,2021-11-16 14:15:00,PST,22.43,A
USGS,12451000,2021-11-16 14:30:00,PST,22.51,A
USGS,12451000,2021-11-16 14:45:00,PST,22.39,A
USGS,12451000,2021-11-16 15:00:00,PST,22.5,A
USGS,12451000,2021-11-16 15:15:00,PST,22.37,A
USGS,12451000,2021-11-16 15:30:00,PST,22.27,A
USGS,12451000,2021-11-16 15:45:00,PST,22.3,A
USGS,12451000,2021-11-16 16:00:00,PST,22.31,A
USGS,12451000,2021-11-16 16:15:00,PST,22.27,A
USGS,12451000,2021-11-16 16:30:00,PST,22.26,A
USGS,12451000,2021-11-16 16:45:00,PST,22.33,A
USGS,12451000,2021-11-16 17:00:00,PST,22.29,A
USGS,12451000,2021-11-16 17:15:00,PST,22.34,A
USGS,12451000,2021-11-16 17:30:00,PST,22.25,A
USGS,12451000,2021-11-16 17:45:00,PST,22.29,A
USGS,12451000,2021-11-16 18:00:00,PST,22.27,A
USGS,12451000,2021-11-16 18:15:00,PST,22.22,A
USGS,12451000,2021-11-16 18:30:00,PST,22.26,A
USGS,12451000,2021-11-16 18:45:00,PST,22.24,A
USGS,12451000,2021-11-16 19:00:00,PST,22.17,A
USGS,12451000,2021-11-16 19:15:00,PST,22.16,A
USGS,12451000,2021-11-16 19:30:00,PST,22.23,A
USGS,12451000,2021-11-16 19:45:00,PST,22.09,A
USGS,12451000,2021-11-16 20:00:00,PST,22.11,A
USGS,12451000,2021-11-16 20:15:00,PST,22.11,A
USGS,12451000,2021-11-16 20:30:00,PST,22.06,A
USGS,12451000,2021-11-16 20:45:00,PST,22.04,A
USGS,12451000,2021-11-16 21:00:00,PST,22.06,A
USGS,12451000,2021-11-16 21:15:00,PST,22.04,A
USGS,12451000,2021-11-16 21:30:00,PST,22.0,A
USGS,12451000,2021-11-16 21:45:00,PST,22.05,A
USGS,12451000,2021-11-16 22:00:00,PST,21.96,A
USGS,12451000,2021-11-16 22:15:00,PST,22.02,A
USGS,12451000,2021-11-16 22:30:00,PST,22.03,A
USGS,12451000,2021-11-16 22:45:00,PST,22.0,A
USGS,12451000,2021-11-16 23:00:00,PST,21.96,A
USGS,12451000,2021-11-16 23:15:00,PST,21.87,A
USGS,12451000,2021-11-16 23:30:00,PST,21.86,A
USGS,12451000,2021-11-16 23:45:00,PST,21.83,A
USGS,12451000,2021-11-17 00:00:00,PST,21.91,A
USGS,12451000,2021-11-17 00:15:00,PST,21.81,A
USGS,12451000,2021-11-17 00:30:00,PST,21.83,A
USGS,12451000,2021-11-17 00:45:00,PST,21.87,A
USGS,12451000,2021-11-17 01:00:00,PST,21.76,A
USGS,12451000,2021-11-17 01:15:00,PST,21.81,A
USGS,12451000,2021-11-17 01:30:00,PST,21.81,A
USGS,12451000,2021-11-17 01:45:00,PST,21.88,A
USGS,12451000,2021-11-17 02:00:00,PST,21.81,A
USGS,12451000,2021-11-17 02:15:00,PST,21.71,A
USGS,12451000,2021-11-17 02:30:00,PST,21.71,A
USGS,12451000,2021-11-17 02:45:00,PST,21.69,A
USGS,12451000,2021-11-17 03:00:00,PST,21.67,A
USGS,12451000,2021-11-17 03:15:00,PST,21.65,A
USGS,12451000,2021-11-17 03:30:00,PST,21.65,A
USGS,12451000,2021-11-17 03:45:00,PST,21.65,A
USGS,12451000,2021-11-17 04:00:00,PST,21.63,A
USGS,12451000,2021-11-17 04:15:00,PST,21.64,A
USGS,12451000,2021-11-17 04:30:00,PST,21.58,A
USGS,12451000,2021-11-17 04:45:00,PST,21.59,A
USGS,12451000,2021-11-17 05:00:00,PST,21.7,A
USGS,12451000,2021-11-17 05:15:00,PST,21.72,A
USGS,12451000,2021-11-17 05:30:00,PST,21.74,A
USGS,12451000,2021-11-17 05:45:00,PST,21.66,A
USGS,12451000,2021-11-17 06:00:00,PST,21.71,A
USGS,12451000,2021-11-17 06:15:00,PST,21.63,A
USGS,12451000,2021-11-17 06:30:00,PST,21.73,A
USGS,12451000,2021-11-17 06:45:00,PST,21.65,A
USGS,12451000,2021-11-17 07:00:00,PST,21.68,A
USGS,12451000,2021-11-17 07:15:00,PST,21.59,A
USGS,12451000,2021-11-17 07:30:00,PST,21.62,A
USGS,12451000,2021-11-17 07:45:00,PST,21.63,A
USGS,12451000,2021-11-17 08:00:00,PST,21.66,A
USGS,12451000,2021-11-17 08:15:00,PST,21.66,A
USGS,12451000,2021-11-17 08:30:00,PST,21.56,A
USGS,12451000,2021-11-17 08:45:00,PST,21.64,A
USGS,12451000,2021-11-17 09:00:00,PST,21.56,A
USGS,12451000,2021-11-17 09:15:00,PST,21.56,A
USGS,12451000,2021-11-17 09:30:00,PST,21.55,A
USGS,12451000,2021-11-17 09:45:00,PST,21.59,A
USGS,12451000,2021-11-17 10:00:00,PST,21.49,A
USGS,12451000,2021-11-17 10:15:00,PST,21.5,A
USGS,12451000,2021-11-17 10:30:00,PST,21.54,A
USGS,12451000,2021-11-17 10:45:00,PST,21.51,A
USGS,12451000,2021-11-17 11:00:00,PST,21.49,A
USGS,12451000,2021-11-17 11:15:00,PST,21.51,A
USGS,12451000,2021-11-17 11:30:00,PST,21.49,A
USGS,12451000,2021-11-17 11:45:00,PST,21.51,A
USGS,12451000,2021-11-17 12:00:00,PST,21.5,A
USGS,12451000,2021-11-17 12:15:00,PST,21.44,A
USGS,12451000,2021-11-17 12:30:00,PST,21.46,A
USGS,12451000,2021-11-17 12:45:00,PST,21.47,A
USGS,12451000,2021-11-17 13:00:00,PST,21.42,A
USGS,12451000,2021-11-17 13:15:00,PST,21.43,A
USGS,12451000,2021-11-17 13:30:00,PST,21.43,A
USGS,12451000,2021-11-17 13:45:00,PST,21.39,A
USGS,12451000,2021-11-17 14:00:00,PST,21.4,A
USGS,12451000,2021-11-17 14:15:00,PST,21.38,A
USGS,12451000,2021-11-17 14:30:00,PST,21.37,A
USGS,12451000,2021-11-17 14:45:00,PST,21.42,A
USGS,12451000,2021-11-17 15:00:00,PST,21.4,A
USGS,12451000,2021-11-17 15:15:00,PST,21.4,A
USGS,12451000,2021-11-17 15:30:00,PST,21.48,A
USGS,12451000,2021-11-17 15:45:00,PST,21.38,A
USGS,12451000,2021-11-17 16:00:00,PST,21.36,A
USGS,12451000,2021-11-17 16:15:00,PST,21.36,A
USGS,12451000,2021-11-17 16:30:00,PST,21.38,A
USGS,12451000,2021-11-17 16:45:00,PST,21.37,A
USGS,12451000,2021-11-17 17:00:00,PST,21.33,A
USGS,12451000,2021-11-17 17:15:00,PST,21.32,A
USGS,12451000,2021-11-17 17:30:00,PST,21.34,A
USGS,12451000,2021-11-17 17:45:00,PST,21.3,A
USGS,12451000,2021-11-17 18:00:00,PST,21.33,A
USGS,12451000,2021-11-17 18:15:00,PST,21.38,A
USGS,12451000,2021-11-17 18:30:00,PST,21.31,A
USGS,12451000,2021-11-17 18:45:00,PST,21.3,A
USGS,12451000,2021-11-17 19:00:00,PST,21.3,A
USGS,12451000,2021-11-17 19:15:00,PST,21.36,A
USGS,12451000,2021-11-17 19:30:00,PST,21.27,A
USGS,12451000,2021-11-17 19:45:00,PST,21.35,A
USGS,12451000,2021-11-17 20:00:00,PST,21.35,A
USGS,12451000,2021-11-17 20:15:00,PST,21.29,A
USGS,12451000,2021-11-17 20:30:00,PST,21.25,A
USGS,12451000,2021-11-17 20:45:00,PST,21.28,A
USGS,12451000,2021-11-17 21:00:00,PST,21.29,A
USGS,12451000,2021-11-17 21:15:00,PST,21.27,A
USGS,12451000,2021-11-17 21:30:00,PST,21.32,A
USGS,12451000,2021-11-17 21:45:00,PST,21.28,A
USGS,12451000,2021-11-17 22:00:00,PST,21.26,A
USGS,12451000,2021-11-17 22:15:00,PST,21.27,A
USGS,12451000,2021-11-17 22:30:00,PST,21.27,A
USGS,12451000,2021-11-17 22:45:00,PST,21.23,A
USGS,12451000,2021-11-17 23:00:00,PST,21.24,A
USGS,12451000,2021-11-17 23:15:00,PST,21.23,A
USGS,12451000,2021-11-17 23:30:00,PST,21.24,A
USGS,12451000,2021-11-17 23:45:00,PST,21.23,A
USGS,12451000,2021-11-18 00:00:00,PST,21.18,A
USGS,12451000,2021-11-18 00:15:00,PST,21.21,A
USGS,12451000,2021-11-18 00:30:00,PST,21.22,A
USGS,12451000,2021-11-18 00:45:00,PST,21.18,A
USGS,12451000,2021-11-18 01:00:00,PST,21.28,A
USGS,12451000,2021-11-18 01:15:00,PST,21.2,A
USGS,12451000,2021-11-18 01:30:00,PST,21.2,A
USGS,12451000,2021-11-18 01:45:00,PST,21.2,A
USGS,12451000,2021-11-18 02:00:00,PST,21.16,A
USGS,12451000,2021-11-18 02:15:00,PST,21.15,A
USGS,12451000,2021-11-18 02:30:00,PST,21.24,A
USGS,12451000,2021-11-18 02:45:00,PST,21.18,A
USGS,12451000,2021-11-18 03:00:00,PST,21.15,A
USGS,12451000,2021-11-18 03:15:00,PST,21.19,A
USGS,12451000,2021-11-18 03:30:00,PST,21.18,A
USGS,12451000,2021-11-18 03:45:00,PST,21.16,A
USGS,12451000,2021-11-18 04:00:00,PST,21.13,A
USGS,12451000,2021-11-18 04:15:00,PST,21.13,A
USGS,12451000,2021-11-18 04:30:00,PST,21.11,A
USGS,12451000,2021-11-18 04:45:00,PST,21.21,A
USGS,12451000,2021-11-18 05:00:00,PST,21.11,A
USGS,12451000,2021-11-18 05:15:00,PST,21.14,A
USGS,12451000,2021-11-18 05:30:00,PST,21.16,A
USGS,12451000,2021-11-18 05:45:00,PST,21.13,A
USGS,12451000,2021-11-18 06:00:00,PST,21.07,A
USGS,12451000,2021-11-18 06:15:00,PST,21.18,A
USGS,12451000,2021-11-18 06:30:00,PST,21.19,A
USGS,12451000,2021-11-18 06:45:00,PST,21.11,A
USGS,12451000,2021-11-18 07:00:00,PST,21.11,A
USGS,12451000,2021-11-18 07:15:00,PST,21.04,A
USGS,12451000,2021-11-18 07:30:00,PST,21.13,A
USGS,12451000,2021-11-18 07:45:00,PST,21.09,A
USGS,12451000,2021-11-18 08:00:00,PST,21.04,A
USGS,12451000,2021-11-18 08:15:00,PST,21.06,A
USGS,12451000,2021-11-18 08:30:00,PST,21.05,A
USGS,12451000,2021-11-18 08:45:00,PST,21.03,A
USGS,12451000,2021-11-18 09:00:00,PST,21.04,A
USGS,12451000,2021-11-18 09:15:00,PST,21.1,A
USGS,12451000,2021-11-18 09:30:00,PST,21.06,A
USGS,12451000,2021-11-18 09:45:00,PST,21.08,A
USGS,12451000,2021-11-18 10:00:00,PST,21.04,A
USGS,12451000,2021-11-18 10:15:00,PST,21.04,A
USGS,12451000,2021-11-18 10:30:00,PST,21.08,A
USGS,12451000,2021-11-18 10:45:00,PST,21.0,A
USGS,12451000,2021-11-18 11:00:00,PST,21.02,A
USGS,12451000,2021-11-18 11:15:00,PST,21.03,A
USGS,12451000,2021-11-18 11:30:00,PST,21.05,A
USGS,12451000,2021-11-18 11:45:00,PST,21.02,A
USGS,12451000,2021-11-18 12:00:00,PST,21.03,A
USGS,12451000,2021-11-18 12:15:00,PST,21.04,A
USGS,12451000,2021-11-18 12:30:00,PST,21.03,A
USGS,12451000,2021-11-18 12:45:00,PST,21.08,A
USGS,12451000,2021-11-18 13:00:00,PST,21.02,A
USGS,12451000,2021-11-18 13:15:00,PST,21.0,A
USGS,12451000,2021-11-18 13:30:00,PST,21.01,A
USGS,12451000,2021-11-18 13:45:00,PST,21.04,A
USGS,12451000,2021-11-18 14:00:00,PST,21.06,A
USGS,12451000,2021-11-18 14:15:00,PST,21.05,A
USGS,12451000,2021-11-18 14:30:00,PST,21.01,A
USGS,12451000,2021-11-18 14:45:00,PST,21.02,A
USGS,12451000,2021-11-18 15:00:00,PST,21.01,A
USGS,12451000,2021-11-18 15:15:00,PST,21.0,A
USGS,12451000,2021-11-18 15:30:00,PST,20.97,A
USGS,12451000,2021-11-18 15:45:00,PST,21.01,A
USGS,12451000,2021-11-18 16:00:00,PST,20.98,A
USGS,12451000,2021-11-18 16:15:00,PST,21.01,A
USGS,12451000,2021-11-18 16:30:00,PST,20.95,A
USGS,12451000,2021-11-18 16:45:00,PST,20.94,A
USGS,12451000,2021-11-18 17:00:00,PST,21.0,A
USGS,12451000,2021-11-18 17:15:00,PST,20.99,A
USGS,12451000,2021-11-18 17:30:00,PST,20.98,A
USGS,12451000,2021-11-18 17:45:00,PST,20.98,A
USGS,12451000,2021-11-18 18:00:00,PST,20.98,A
USGS,12451000,2021-11-18 18:15:00,PST,20.98,A
USGS,12451000,2021-11-18 18:30:00,PST,20.97,A
USGS,12451000,2021-11-18 18:45:00,PST,20.97,A
USGS,12451000,2021-11-18 19:00:00,PST,20.98,A
USGS,12451000,2021-11-18 19:15:00,PST,20.96,A
USGS,12451000,2021-11-18 19:30:00,PST,20.96,A
USGS,12451000,2021-11-18 19:45:00,PST,20.97,A
USGS,12451000,2021-11-18 20:00:00,PST,20.95,A
USGS,12451000,2021-11-18 20:15:00,PST,21.01,A
USGS,12451000,2021-11-18 20:30:00,PST,20.95,A
USGS,12451000,2021-11-18 20:45:00,PST,20.92,A
USGS,12451000,2021-11-18 21:00:00,PST,20.97,A
USGS,12451000,2021-11-18 21:15:00,PST,20.98,A
USGS,12451000,2021-11-18 21:30:00,PST,20.92,A
USGS,12451000,2021-11-18 21:45:00,PST,20.92,A
USGS,12451000,2021-11-18 22:00:00,PST,20.91,A
USGS,12451000,2021-11-18 22:15:00,PST,20.92,A
USGS,12451000,2021-11-18 22:30:00,PST,20.88,A
USGS,12451000,2021-11-18 22:45:00,PST,20.92,A
USGS,12451000,2021-11-18 23:00:00,PST,20.87,A
USGS,12451000,2021-11-18 23:15:00,PST,20.9,A
USGS,12451000,2021-11-18 23:30:00,PST,20.9,A
USGS,12451000,2021-11-18 23:45:00,PST,20.9,A
USGS,12451000,2021-11-19 00:00:00,PST,20.87,A
USGS,12451000,2021-11-19 00:15:00,PST,20.89,A
USGS,12451000,2021-11-19 00:30:00,PST,20.93,A
USGS,12451000,2021-11-19 00:45:00,PST,20.9,A
USGS,12451000,2021-11-19 01:00:00,PST,20.94,A
USGS,12451000,2021-11-19 01:15:00,PST,20.87,A
USGS,12451000,2021-11-19 01:30:00,PST,20.86,A
USGS,12451000,2021-11-19 01:45:00,PST,20.92,A
USGS,12451000,2021-11-19 02:00:00,PST,20.87,A
USGS,12451000,2021-11-19 02:15:00,PST,20.86,A
USGS,12451000,2021-11-19 02:30:00,PST,20.87,A
USGS,12451000,2021-11-19 02:45:00,PST,20.86,A
USGS,12451000,2021-11-19 03:00:00,PST,20.91,A
USGS,12451000,2021-11-19 03:15:00,PST,20.88,A
USGS,12451000,2021-11-19 03:30:00,PST,20.83,A
USGS,12451000,2021-11-19 03:45:00,PST,20.86,A
USGS,12451000,2021-11-19 04:00:00,PST,20.85,A
USGS,12451000,2021-11-19 04:15:00,PST,20.89,A
USGS,12451000,2021-11-19 04:30:00,PST,20.86,A
USGS,12451000,2021-11-19 04:45:00,PST,20.82,A
USGS,12451000,2021-11-19 05:00:00,PST,20.81,A
USGS,12451000,2021-11-19 05:15:00,PST,20.83,A
USGS,12451000,2021-11-19 05:30:00,PST,20.85,A
USGS,12451000,2021-11-19 05:45:00,PST,20.85,A
USGS,12451000,2021-11-19 06:00:00,PST,20.83,A
USGS,12451000,2021-11-19 06:15:00,PST,20.81,A
USGS,12451000,2021-11-19 06:30:00,PST,20.8,A
USGS,12451000,2021-11-19 06:45:00,PST,20.81,A
USGS,12451000,2021-11-19 07:00:00,PST,20.82,A
USGS,12451000,2021-11-19 07:15:00,PST,20.86,A
USGS,12451000,2021-11-19 07:30:00,PST,20.77,A
USGS,12451000,2021-11-19 07:45:00,PST,20.78,A
USGS,12451000,2021-11-19 08:00:00,PST,20.8,A
USGS,12451000,2021-11-19 08:15:00,PST,20.82,A
USGS,12451000,2021-11-19 08:30:00,PST,20.81,A
USGS,12451000,2021-11-19 08:45:00,PST,20.8,A
USGS,12451000,2021-11-19 09:00:00,PST,20.79,A
USGS,12451000,2021-11-19 09:15:00,PST,20.8,A
USGS,12451000,2021-11-19 09:30:00,PST,20.76,A
USGS,12451000,2021-11-19 09:45:00,PST,20.78,A
USGS,12451000,2021-11-19 10:00:00,PST,20.77,A
USGS,12451000,2021-11-19 10:15:00,PST,20.77,A
USGS,12451000,2021-11-19 10:30:00,PST,20.73,A
USGS,12451000,2021-11-19 10:45:00,PST,20.76,A
USGS,12451000,2021-11-19 11:00:00,PST,20.79,A
USGS,12451000,2021-11-19 11:15:00,PST,20.72,A
USGS,12451000,2021-11-19 11:30:00,PST,20.79,A
USGS,12451000,2021-11-19 11:45:00,PST,20.76,A
USGS,12451000,2021-11-19 12:00:00,PST,20.74,A
USGS,12451000,2021-11-19 12:15:00,PST,20.8,A
USGS,12451000,2021-11-19 12:30:00,PST,20.75,A
USGS,12451000,2021-11-19 12:45:00,PST,20.73,A
USGS,12451000,2021-11-19 13:00:00,PST,20.74,A
USGS,12451000,2021-11-19 13:15:00,PST,20.72,A
USGS,12451000,2021-11-19 13:30:00,PST,20.71,A
USGS,12451000,2021-11-19 13:45:00,PST,20.73,A
USGS,12451000,2021-11-19 14:00:00,PST,20.75,A
USGS,12451000,2021-11-19 14:15:00,PST,20.72,A
USGS,12451000,2021-11-19 14:30:00,PST,20.74,A
USGS,12451000,2021-11-19 14:45:00,PST,20.73,A
USGS,12451000,2021-11-19 15:00:00,PST,20.75,A
USGS,12451000,2021-11-19 15:15:00,PST,20.72,A
USGS,12451000,2021-11-19 15:30:00,PST,20.71,A
USGS,12451000,2021-11-19 15:45:00,PST,20.71,A
USGS,12451000,2021-11-19 16:00:00,PST,20.69,A
USGS,12451000,2021-11-19 16:15:00,PST,20.72,A
USGS,12451000,2021-11-19 16:30:00,PST,20.69,A
USGS,12451000,2021-11-19 16:45:00,PST,20.67,A
USGS,12451000,2021-11-19 17:00:00,PST,20.68,A
USGS,12451000,2021-11-19 17:15:00,PST,20.67,A
USGS,12451000,2021-11-19 17:30:00,PST,20.69,A
USGS,12451000,2021-11-19 17:45:00,PST,20.7,A
USGS,12451000,2021-11-19 18:00:00,PST,20.7,A
USGS,12451000,2021-11-19 18:15:00,PST,20.71,A
USGS,12451000,2021-11-19 18:30:00,PST,20.7,A
USGS,12451000,2021-11-19 18:45:00,PST,20.68,A
USGS,12451000,2021-11-19 19:00:00,PST,20.68,A
USGS,12451000,2021-11-19 19:15:00,PST,20.69,A
USGS,12451000,2021-11-19 19:30:00,PST,20.67,A
USGS,12451000,2021-11-19 19:45:00,PST,20.64,A
USGS,12451000,2021-11-19 20:00:00,PST,20.66,A
USGS,12451000,2021-11-19 20:15:00,PST,20.66,A
USGS,12451000,2021-11-19 20:30:00,PST,20.64,A
USGS,12451000,2021-11-19 20:45:00,PST,20.64,A
USGS,12451000,2021-11-19 21:00:00,PST,20.65,A
USGS,12451000,2021-11-19 21:15:00,PST,20.63,A
USGS,12451000,2021-11-19 21:30:00,PST,20.63,A
USGS,12451000,2021-11-19 21:45:00,PST,20.64,A
USGS,12451000,2021-11-19 22:00:00,PST,20.64,A
USGS,12451000,2021-11-19 22:15:00,PST,20.62,A
USGS,12451000,2021-11-19 22:30:00,PST,20.65,A
USGS,12451000,2021-11-19 22:45:00,PST,20.62,A
USGS,12451000,2021-11-19 23:00:00,PST,20.63,A
USGS,12451000,2021-11-19 23:15:00,PST,20.62,A
USGS,12451000,2021-11-19 23:30:00,PST,20.63,A
USGS,12451000,2021-11-19 23:45:00,PST,20.63,A
